URL,80,443
http://fernanda.p2p.next.airbnb.com,X,,
http://caoliu.express.next.airbnb.com,X,,
http://manat0-com.kb.next.airbnb.com,X,,
http://da.airbnb.com,X,,
http://ar.next.airbnb.com,X,,
https://da.airbnb.com,,X,
https://ar.next.airbnb.com,,X,
http://whm.catalog.next.airbnb.com,X,,
http://media.next.airbnb.com,X,,
https://media.next.airbnb.com,,X,
https://mobilegwstg.next.airbnb.com,,X,
http://mobilegwstg.next.airbnb.com,X,,
http://et.airbnb.com,X,,
http://mt.airbnb.com,X,,
https://et.airbnb.com,,X,
http://concierge.next.airbnb.com,X,,
https://concierge.next.airbnb.com,,X,
https://mt.airbnb.com,,X,
http://surgeryadmin.mail33.next.airbnb.com,X,,
http://users.uk.next.airbnb.com,X,,
http://admin.next.airbnb.com,X,,
https://admin.next.airbnb.com,,X,
http://napi.admin.airbnb.com,X,,
https://cim-api-qa.next.airbnb.com,,X,
http://cim-api-qa.next.airbnb.com,X,,
http://vault.next.airbnb.com,X,,
https://vault.next.airbnb.com,,X,
https://napi.admin.airbnb.com,,X,
https://nmail21.next.airbnb.com,,X,
http://nmail21.next.airbnb.com,X,,
http://dtc.mail31.next.airbnb.com,X,,
http://inst.www.next.airbnb.com,X,,
http://dashboard.next.airbnb.com,X,,
https://dashboard.next.airbnb.com,,X,
http://joeunwoor.merchdirect.next.airbnb.com,X,,
http://test.next.airbnb.com,X,,
https://test.next.airbnb.com,,X,
http://fw.next.airbnb.com,X,,
https://fw.next.airbnb.com,,X,
http://root.next.airbnb.com,X,,
https://root.next.airbnb.com,,X,
http://host.next.airbnb.com,X,,
https://host.next.airbnb.com,,X,
http://tpe.id-covid19-service.next.airbnb.com,X,,
http://ote.rpanel.next.airbnb.com,X,,
https://functions.next.airbnb.com,,X,
http://functions.next.airbnb.com,X,,
http://nl.airbnb.com,X,,
http://cjohnson.next.airbnb.com,X,,
https://cjohnson.next.airbnb.com,,X,
http://hakim.merchdirect.next.airbnb.com,X,,
http://survey.dev.next.airbnb.com,X,,
http://mienki13.instwww.next.airbnb.com,X,,
http://sqlweb.optustvnow.next.airbnb.com,X,,
https://nl.airbnb.com,,X,
http://job.next.airbnb.com,X,,
https://job.next.airbnb.com,,X,
http://one-next.airbnb.com,X,,
http://csm.next.airbnb.com,X,,
https://csm.next.airbnb.com,,X,
http://ikkome.new.next.airbnb.com,X,,
https://one-next.airbnb.com,,X,
http://gallery.new.next.airbnb.com,X,,
http://august.adapter.next.airbnb.com,X,,
http://crea.new.next.airbnb.com,X,,
http://v19.dev.next.airbnb.com,X,,
http://uk.next.airbnb.com,X,,
http://express.next.airbnb.com,X,,
https://express.next.airbnb.com,,X,
http://zh-t.next.airbnb.com,X,,
https://uk.next.airbnb.com,,X,
http://careers.next.airbnb.com,X,,
https://careers.next.airbnb.com,,X,
http://norder.next.airbnb.com,X,,
https://norder.next.airbnb.com,,X,
http://stress.merchdirect.next.airbnb.com,X,,
https://zh-t.next.airbnb.com,,X,
http://management.dev.next.airbnb.com,X,,
http://git.next.airbnb.com,X,,
https://git.next.airbnb.com,,X,
http://moodle.next.airbnb.com,X,,
https://moodle.next.airbnb.com,,X,
http://resources.next.airbnb.com,X,,
https://resources.next.airbnb.com,,X,
http://jm3.optustvnow.next.airbnb.com,X,,
http://harpreet.rkai.next.airbnb.com,X,,
http://nhu.next.airbnb.com,X,,
https://nhu.next.airbnb.com,,X,
http://testing3.evd.next.airbnb.com,X,,
http://ncatalog.next.airbnb.com,X,,
https://ncatalog.next.airbnb.com,,X,
http://neu.pictures.next.airbnb.com,X,,
http://wp-sample-info.pictures.next.airbnb.com,X,,
http://searchportal-dev.next.airbnb.com,X,,
https://searchportal-dev.next.airbnb.com,,X,
http://ggs.new.next.airbnb.com,X,,
https://openweb.next.airbnb.com,,X,
http://openweb.next.airbnb.com,X,,
http://inswww.next.airbnb.com,X,,
https://inswww.next.airbnb.com,,X,
https://mongodb.next.airbnb.com,,X,
http://mongodb.next.airbnb.com,X,,
http://blog.next.airbnb.com,X,,
https://blog.next.airbnb.com,,X,
http://samara.airbnb.com,X,,
http://optustvnow.next.airbnb.com,X,,
https://samara.airbnb.com,,X,
https://optustvnow.next.airbnb.com,,X,
http://community.airbnb.com,X,,
https://community.airbnb.com,,X,
http://gopi.merchdirect.next.airbnb.com,X,,
https://shift.next.airbnb.com,,X,
http://shift.next.airbnb.com,X,,
http://ja.admin.airbnb.com,X,,
https://ja.admin.airbnb.com,,X,
http://zh.airbnb.com,X,,
http://admin-lite-next.airbnb.com,X,,
https://admin-lite-next.airbnb.com,,X,
https://zh.airbnb.com,,X,
http://xh.airbnb.com,X,,
http://hopeless.q.next.airbnb.com,X,,
http://enfantstar.optustvnow.next.airbnb.com,X,,
http://mycareer.merchdirect.next.airbnb.com,X,,
https://xh.airbnb.com,,X,
https://crm.next.airbnb.com,,X,
http://crm.next.airbnb.com,X,,
https://gws-qa.next.airbnb.com,,X,
http://gws-qa.next.airbnb.com,X,,
http://acapi.next.airbnb.com,X,,
https://acapi.next.airbnb.com,,X,
http://webmail.next.airbnb.com,X,,
https://webmail.next.airbnb.com,,X,
http://image.mail.airbnb.com,X,,
https://image.mail.airbnb.com,,X,
http://dnjsdl79.logs.next.airbnb.com,X,,
https://mail29.next.airbnb.com,,X,
http://mail29.next.airbnb.com,X,,
http://atlas1.express.next.airbnb.com,X,,
http://bbs.next.airbnb.com,X,,
https://bbs.next.airbnb.com,,X,
